model_scenario_number,model_run,model_error,well,computational_time,C0,C1,C2,C3,NcompactionIterations,ahe_method,alpha,annealing_equation,annealing_kinetic_param,annealing_kinetics_values,auto_calibrate_VR,binsize,calculate_thermochron_for_all_nodes,contour_variable,correct_exhumation_duration,csv_save_interval,datafile_output_dir,decay_constant_232Th,decay_constant_235U,decay_constant_238U,exhumation_duration_factor,exhumation_period_ends,exhumation_period_starts,exhumation_segment_factor,exhumed_strat_units,exhumed_thicknesses,fig_adj,gof_weights,heatflow_ages,heatflow_history,log_tT_paths,make_model_data_fig,max_decompaction_error,max_hf_timestep,max_thickness,original_thicknesses,output_dir,provenance_start_temp,provenance_time_nt,resample_timesteps,save_model_run_data,show_strat_column,show_thermochron_data,simulate_AFT,simulate_He,simulate_VR,simulate_salinity,two_stage_exhumation,use_caxis_correction,use_strat_map_input,vr_unc_sigma,wells,well,T_gof,vr_gof,aft_age_gof,aft_age_error,he_gof,he_error,mean_gof,resetting_depth_model_min,resetting_depth_model_max,resetting_depth_data_min,non-resetting_depth_data_max,max_temperature,max_present_temperature,max_depth,vr_surface,vr_bottom,aft_age_surface_min,aft_age_surface_max,aft_age_bottom_min,aft_age_bottom_max,full_resetting_depth_aft_model_min,full_resetting_depth_aft_model_max,full_resetting_T_aft_model_min,partial_resetting_depth_aft_model_min,partial_resetting_depth_aft_model_max,vr_rmse,start_exhumation_phase_0,end_exhumation_phase_0,mean_cooling_exhumation_phase_0,min_cooling_exhumation_phase_0,max_cooling_exhumation_phase_0,exhumed_thicknesses_0
99,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.062 0.062],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.6031477941044444,0.5291517132812673,200.2730257797939,,,,,,,,84.87054911647455,71.06672158126221,2216.59583735788,0.21133750464649434,0.5942247690600189,196.2929637512635,439.1083077778643,109.83112992907643,350.2854352966877,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.08340643093886897,90.0,65.5,40.031222606732804,40.02340060382488,40.05156299940808,1250.0
100,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.064 0.064],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.6020057871230822,0.56204692285146,194.42920910450607,,,,,,,,86.88732117620529,73.05008455155028,2216.59583735788,0.21133750464649373,0.6116007951722636,196.2929637512635,439.1083077778638,94.79119263943487,345.2845148480786,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.08280816641544232,90.0,65.5,41.26076118804732,41.25269708826583,41.281731132122104,1250.0
101,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.066 0.066],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.6023389435648544,0.6016012671552158,188.7748880727647,,,,,,,,88.9040983385964,75.03344752184151,2216.59583735788,0.2113375046464959,0.6255627635540855,196.29296375126324,439.10830777786424,86.76480813393863,340.1002634741426,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.08300528769044849,90.0,65.5,42.49029976936866,42.481993572712845,42.511899264844914,1250.0
102,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.068 0.068],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.6031440246928575,0.631501389862337,184.3822537487957,,,,,,,,90.92088514631726,77.01681049212544,2216.59583735788,0.21133750464649773,0.6367107186214308,196.29296375126313,439.1083077778639,81.6969654053745,334.72474137479145,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.08401943950949088,90.0,65.5,43.719838350679936,43.71129005715344,43.742067397548894,1250.0
103,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.07 0.07],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.5899162240510092,0.6453132703040861,180.5239742302725,,,,,,,,92.93767195403085,79.00017346241282,2216.59583735788,0.21133750464649528,0.6473510694068408,196.29296375126373,439.10830777786435,77.51805922461295,335.72280751786855,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.08577054950638999,90.0,65.5,44.94937693199812,44.94058654159545,44.97223553027237,1250.0
104,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.072 0.072],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.5713788091687069,0.65788244045485,176.8978753296408,,,,,,,,94.95446155055319,80.98353643269611,2216.59583735788,0.2113375046464927,0.6595284160992408,196.29296375126324,439.1083077778643,73.9967754416767,321.64403841223333,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.08813346951857842,90.0,65.5,46.17891551331369,46.169883026036395,46.20240366299055,1250.0
105,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.074 0.074],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.6666666666666666,0.5541289249530567,0.6685208138570029,173.69243493072258,,,,,,,,96.97126185634527,82.9668994029869,2216.59583735788,0.2113375046464978,0.6738402543783525,196.2929637512635,439.1083077778643,70.9437204204454,306.91570593761276,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.0910101118959935,90.0,65.5,47.408454094624105,47.39917951047694,47.43257179568906,1250.0
106,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.076 0.076],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.6666666666666666,0.5367417368194638,0.6740074464255331,171.9363909511022,,,,,,,,98.98806216213337,84.95026237326601,2216.59583735788,0.21133750464648487,0.6896690524216833,196.29296375126364,439.1083077778639,68.2089236320825,291.6544699355932,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.09438202174332544,90.0,65.5,48.63799267594636,48.62847599492317,48.662739928420805,1250.0
107,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.078 0.078],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.8333333333333334,0.5050453088562367,0.6770676932831355,173.48835158176115,,,,,,,,101.00486246792914,86.93362534356179,2216.59583735788,0.21133750464649528,0.7056949812538483,196.29296375126333,439.10830777786396,65.67578521298829,275.9968710940015,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.09830912748437712,90.0,65.5,49.86753125725932,49.85777247936097,49.892908061136495,1250.0
108,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.08 0.08],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.46907759029359447,0.676874826895361,175.30232798666265,,,,,,,,103.02167236693377,88.91698831384467,2216.59583735788,0.21133750464649345,0.7205285356075509,196.29296375126341,439.10830777786424,64.05050286907247,260.062790701449,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.10287377568774407,90.0,65.5,51.09706983857544,51.0870689638047,51.12307619384828,1250.0
109,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.082 0.082],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.4331561198694743,0.675168024947512,177.31604699887006,,,,,,,,105.03848502681706,90.90035128413379,2216.59583735788,0.2113375046464963,0.7336648608918872,196.29296375126347,439.10830777786424,59.97438081433766,243.9505433265704,-99999.9,-99999.9,-99999.9,1238.5967753137948,2188.6450926562866,0.10811117112627583,90.0,65.5,52.3266084198925,52.31636544824894,52.35324432656327,1250.0
110,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.084 0.084],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.3988448916750291,0.6716436991688284,179.48740736020414,,,,,,,,107.05529768670871,92.88371425441736,2216.59583735788,0.21133750464649098,0.7460847638373974,196.29296375126347,439.108307777864,55.13137909364489,227.75913183273713,-99999.9,-99999.9,-99999.9,1238.5967753137948,2131.395236602656,0.11397387580182819,90.0,65.5,53.55614700120681,53.54566193268748,53.5834124592828,1250.0
111,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.086 0.086],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.36785356203411673,0.6653108466521883,181.34275730763787,,,,,,,,109.07211067236359,94.86707722470501,2216.59583735788,0.2113375046464931,0.7596415536420918,196.29296375126344,439.1083077778643,49.93634808326475,211.58257317059764,-99999.9,-99999.9,-99999.9,1238.5967753137948,2069.8952888605118,0.12034545076327909,90.0,65.5,54.785685582523655,54.77495841712954,54.813580592001394,1250.0
112,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.088 0.088],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.3415748159914306,0.6579491523155538,185.7552945448887,,,,,,,,111.0889346393256,96.85044019499362,2216.59583735788,0.21133750464649317,0.7757234228771228,196.29296375126324,439.10830777786373,44.522063571521066,195.51320580945256,-99999.9,-99999.9,-99999.9,1238.5967753137948,2028.6455042750122,0.12708012303782165,90.0,65.5,56.01522416383875,56.00425490157312,56.043748724711875,1250.0
113,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.09 0.09],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.32069006105315867,0.6477415385939773,190.19569387619708,,,,,,,,113.10575860628236,98.83380316527624,2216.59583735788,0.2113375046464819,0.794580524010129,196.29296375126336,439.10830777786384,38.898472075255995,179.64490719765544,-99999.9,-99999.9,-99999.9,1238.5967753137948,1995.4956481623904,0.13403360155964003,90.0,65.5,57.244762745152926,57.23355138601419,57.273916857424524,1250.0
114,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.054 0.054],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.0,0.5888155592359244,0.4825954478044318,208.6334094818651,,,,,,,,81.77463539876733,62.49252578970673,2466.5963612256305,0.21133750464650086,0.5644256110915014,196.29296375126327,439.108307777864,138.73432498094817,359.21803561704525,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.08634593941032018,90.0,65.49999999999999,40.83434425622955,40.82704822580601,40.85314123278109,1500.0
115,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.056 0.056],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.0,0.5890458013595171,0.51874746422372,202.45090942196236,,,,,,,,83.96486729461775,64.44867537533051,2466.5963612256305,0.21133750464650172,0.5853732886436007,196.29296375126333,439.10830777786396,120.70894383190688,354.16207594149415,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.08589466388956123,90.0,65.49999999999999,42.26478750121513,42.25723296697942,42.28425047002,1500.0
116,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.058 0.058],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.16666666666666666,0.5878635022793041,0.5528486364463858,196.07655777270034,,,,,,,,86.15511374869851,66.40482496094782,2466.5963612256305,0.21133750464649356,0.6053920139907877,196.29296375126344,439.1083077778639,103.53296532873973,348.9072830979276,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.0865386441994544,90.0,65.49999999999999,43.695230746195186,43.68741770815003,43.715359707250286,1500.0
117,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.06 0.06],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.5854467796984226,0.5936731708008842,189.80368072732819,,,,,,,,88.34536020278263,68.36097454657101,2466.5963612256305,0.2113375046464948,0.6218625135537934,196.29296375126324,439.1083077778638,91.86749127422024,343.44473362876795,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.08824237822976619,90.0,65.49999999999999,45.12567399117936,45.11760244932626,45.14646894448133,1500.0
118,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.062 0.062],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.5661991980609578,0.6266618718786896,184.75374761607128,,,,,,,,90.53562020407657,70.31712413219054,2466.5963612256305,0.21133750464649392,0.6345636801700851,196.29296375126336,439.10830777786396,86.3364964508031,337.7647419076448,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.09078950613116488,90.0,65.49999999999999,46.55611723616801,46.54778719050232,46.57757818172537,1500.0
119,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.064 0.064],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.5465426184066954,0.6426339861180377,180.59567028658722,,,,,,,,92.72588250601223,72.27327371781475,2466.5963612256305,0.21133750464649623,0.6460524065516309,196.29296375126341,439.1083077778644,81.93407591655027,339.6009168939874,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.09393124428728154,90.0,65.49999999999999,47.98656048115133,47.977971931672826,48.00868741896474,1500.0
120,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.066 0.066],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.5288894295678189,0.6554767666746031,176.817927877211,,,,,,,,94.91615041804569,74.22942330343773,2466.5963612256305,0.21133750464649995,0.659120313150145,196.29296375126316,439.1083077778639,78.37678720484166,324.48006280951114,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.09754029714407085,90.0,65.49999999999999,49.41700372613434,49.40815667284676,49.43979665619722,1500.0
121,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.068 0.068],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.5007036163989181,0.6646579236028417,174.0756047125089,,,,,,,,97.10642741588467,76.18557288906374,2466.5963612256305,0.2113375046465027,0.6746866386635547,196.29296375126341,439.10830777786424,75.42336693169264,308.5946422331321,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.10168313785805412,90.0,65.49999999999999,50.84744697111915,50.838341414021336,50.870905893433765,1500.0
122,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.07 0.07],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.46009759063766825,0.6690434475401952,173.0208351570688,,,,,,,,99.29670441372622,78.14172247467936,2466.5963612256305,0.2113375046464959,0.6919612253421807,196.29296375126333,439.1083077778639,72.89690862001969,292.10322336077405,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.1065660163117219,90.0,65.49999999999999,52.27789021610165,52.268526155191886,52.30201513067031,1500.0
123,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.072 0.072],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.4185049746853677,0.6710657769461703,174.97309639005067,,,,,,,,101.48699115271162,80.09787206030566,2466.5963612256305,0.21133750464650378,0.7092197136286965,196.2929637512634,439.1083077778642,70.65665490315554,275.1724540407144,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.11238396971801554,90.0,65.49999999999999,53.708333461084415,53.69871089636499,53.733124367900984,1500.0
124,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1500.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.074 0.074],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.6666666666666666,0.3783735782035815,0.6712288921376646,177.20663032111383,,,,,,,,103.67728177823722,82.05402164592729,2466.5963612256305,0.21133750464649403,0.724824429687398,196.2929637512634,439.108307777864,68.59346981347699,257.94810521359966,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.11916518503668677,90.0,65.49999999999999,55.13877670607072,55.12889563754082,55.164233605141526,1500.0
